,nameWithOwner,createdAt,stargazerCount,forkCount,url,releases.totalCount,primaryLanguage.name,watchers.totalCount,loc_data.source_loc,loc_data.single_comments_loc,loc_data.single_docstring_loc,loc_data.double_docstring_loc,loc_data.total_comments_loc,loc_data.blank_loc,loc_data.total_line_count
175,alex/pyelection,2008-02-24T20:45:10Z,4,3,https://github.com/alex/pyelection,0,Python,3,,,,,,,
176,ml-lab/image_inpainting,2018-09-10T08:44:11Z,4,3,https://github.com/ml-lab/image_inpainting,0,Python,2,,,,,,,
177,sdll/QQP,2017-06-07T00:34:03Z,4,0,https://github.com/sdll/QQP,0,Python,1,,,,,,,
178,chriswernst/Perception-Udacity-RoboticsND-Project3,2017-10-13T21:41:11Z,4,3,https://github.com/chriswernst/Perception-Udacity-RoboticsND-Project3,0,Python,0,,,,,,,
179,okfn/ckan-old,2011-02-12T12:50:58Z,4,0,https://github.com/okfn/ckan-old,0,Python,19,,,,,,,
180,caitlyn4321/LootBot,2017-10-25T19:57:00Z,4,1,https://github.com/caitlyn4321/LootBot,0,Python,1,,,,,,,
181,HarrisonSteel/ChiBio,2019-08-07T12:30:35Z,3,10,https://github.com/HarrisonSteel/ChiBio,0,Python,3,,,,,,,
182,uwcirg/truenth-portal,2015-06-09T18:25:47Z,3,4,https://github.com/uwcirg/truenth-portal,100,Python,10,,,,,,,
183,letran3691/domain,2019-05-08T07:58:50Z,3,4,https://github.com/letran3691/domain,0,Python,5,,,,,,,
184,datasets/primary-tumor,2018-01-04T13:40:53Z,3,1,https://github.com/datasets/primary-tumor,0,Python,7,,,,,,,
185,gauravkulkarni96/django-ajax-auth,2018-03-23T19:46:53Z,3,3,https://github.com/gauravkulkarni96/django-ajax-auth,0,Python,1,,,,,,,
186,OpenSourceBrain/V1NetworkModels,2014-06-05T14:21:01Z,3,3,https://github.com/OpenSourceBrain/V1NetworkModels,0,Python,8,,,,,,,
187,Ming-er/PythonGUI,2019-05-24T03:05:53Z,3,0,https://github.com/Ming-er/PythonGUI,0,Python,0,,,,,,,
188,raygervais/100-days-of-code-challenge,2018-04-30T00:28:54Z,3,0,https://github.com/raygervais/100-days-of-code-challenge,0,Python,2,,,,,,,
189,kids-first/kf-api-dataservice,2018-01-09T21:06:39Z,3,1,https://github.com/kids-first/kf-api-dataservice,29,Python,10,,,,,,,
190,chrsigg/tarpar,2013-11-21T20:46:40Z,3,0,https://github.com/chrsigg/tarpar,0,Python,1,,,,,,,
191,AZAutonomous/TargetClassifier,2017-04-02T04:26:38Z,3,0,https://github.com/AZAutonomous/TargetClassifier,0,Python,2,,,,,,,
192,IBCNServices/HeadacheDSS,2018-01-08T10:20:16Z,3,4,https://github.com/IBCNServices/HeadacheDSS,0,Python,4,,,,,,,
193,deweylab/cell-type-classification-paper,2019-04-18T20:10:37Z,3,0,https://github.com/deweylab/cell-type-classification-paper,0,Python,2,,,,,,,
194,basnetbik/SocietyRecommenderSystem,2014-08-01T05:09:09Z,3,3,https://github.com/basnetbik/SocietyRecommenderSystem,0,Python,2,,,,,,,
195,khalavak/pan-demonium,2013-04-03T10:02:30Z,3,0,https://github.com/khalavak/pan-demonium,0,Python,1,,,,,,,
196,ahojukka5/Dijkstra,2020-05-13T04:49:56Z,3,1,https://github.com/ahojukka5/Dijkstra,3,Python,1,,,,,,,
197,pravincesingh/Home-automation-with-person-detection-using-deep-learning,2019-08-12T09:24:32Z,3,0,https://github.com/pravincesingh/Home-automation-with-person-detection-using-deep-learning,0,Python,1,,,,,,,
198,DataforProgress/bias-in-news,2018-07-01T14:23:49Z,3,0,https://github.com/DataforProgress/bias-in-news,0,Python,2,,,,,,,
199,SlashRoot/django-crowdsourcing,2012-08-15T16:04:47Z,3,1,https://github.com/SlashRoot/django-crowdsourcing,0,Python,1,,,,,,,
